naics_code_2022,naics_title_2022,cbp_mapping_type,cbp_source_naics_2017_codes,cbp_establishments_2022,cbp_employment_2022,cbp_annual_payroll_usd_2022,cbp_average_annual_pay_usd_2022
333998,All Other Miscellaneous General Purpose Machinery Manufacturing,aggregated_2017_to_2022,333997|333999,1481,60026,5003474000,83355.11
334111,Electronic Computer Manufacturing,direct,334111,224,13968,1651689000,118248.07
334112,Computer Storage Device Manufacturing,direct,334112,68,7864,1034918000,131601.98
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,direct,334118,299,14483,1425609000,98433.27
334210,Telephone Apparatus Manufacturing,direct,334210,172,9010,1239784000,137600.89
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,direct,334220,664,49776,6074114000,122028.97
334290,Other Communications Equipment Manufacturing,direct,334290,334,12762,1005404000,78781.07
334310,Audio and Video Equipment Manufacturing,direct,334310,543,10487,821448000,78330.12
334412,Bare Printed Circuit Board Manufacturing,direct,334412,376,23048,1345528000,58379.38
334413,Semiconductor and Related Device Manufacturing,direct,334413,791,108559,14900985000,137261.63
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",direct,334416,330,18128,1087039000,59964.64
334417,Electronic Connector Manufacturing,direct,334417,205,20365,1505679000,73934.64
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,direct,334418,852,48351,3365444000,69604.43
334419,Other Electronic Component Manufacturing,direct,334419,1097,51070,3660919000,71684.34
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,direct,334510,923,92285,10030531000,108690.81
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",direct,334511,503,126086,12257410000,97214.68
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial and Appliance Use",direct,334512,240,13350,1045355000,78303.75
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",direct,334513,840,34571,2877558000,83236.18
334514,Totalizing Fluid Meter and Counting Device Manufacturing,direct,334514,165,11493,942923000,82043.24
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,direct,334515,675,32596,4094880000,125625.23
334516,Analytical Laboratory Instrument Manufacturing,direct,334516,647,46288,4963729000,107235.76
334517,Irradiation Apparatus Manufacturing,direct,334517,130,11749,1208179000,102832.5
334519,Other Measuring and Controlling Device Manufacturing,direct,334519,887,35032,3316635000,94674.44
334610,Manufacturing and Reproducing Magnetic and Optical Media,aggregated_2017_to_2022,334613|334614,320,5481,412092000,75185.55
335131,Residential Electric Lighting Fixture Manufacturing,aggregated_2017_to_2022,335121,245,5643,396853000,70326.6
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",aggregated_2017_to_2022,335122,446,17407,1229005000,70604.07
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,aggregated_2017_to_2022,335110|335129,330,11980,904687000,75516.44
335210,Small Electrical Appliance Manufacturing,direct,335210,180,9160,498491000,54420.41
335220,Major Household Appliance Manufacturing,direct,335220,183,50586,2598225000,51362.53
335311,"Power, Distribution and Specialty Transformer Manufacturing",direct,335311,242,21586,1664556000,77112.76
335312,Motor and Generator Manufacturing,direct,335312,402,29080,2121478000,72953.16
335313,Switchgear and Switchboard Apparatus Manufacturing,direct,335313,467,34788,2457072000,70629.87
335314,Relay and Industrial Control Manufacturing,direct,335314,729,33908,2556894000,75406.81
335910,Battery Manufacturing,aggregated_2017_to_2022,335911|335912,297,31445,2387692000,75932.33
335921,Fiber Optic Cable Manufacturing,direct,335921,116,7933,530109000,66823.27
335929,Other Communication and Energy Wire Manufacturing,direct,335929,212,15462,1019669000,65946.77
335931,Current‑Carrying Wiring Device Manufacturing,direct,335931,390,23969,1533824000,63991.99
335932,Noncurrent‑Carrying Wiring Device Manufacturing,direct,335932,148,14785,972401000,65769.43
335991,Carbon and Graphite Product Manufacturing,direct,335991,177,8947,681323000,76151.0
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,direct,335999,805,37384,3818639000,102146.35
336110,Automobile and Light Duty Motor Vehicle Manufacturing,aggregated_2017_to_2022,336111|336112,262,233453,24406862000,104547.22
336120,Heavy Duty Truck Manufacturing,direct,336120,97,38385,2733460000,71211.67
336211,Motor Vehicle Body Manufacturing,direct,336211,818,54669,3108183000,56854.58
336212,Truck Trailer Manufacturing,direct,336212,549,43903,2357195000,53690.98
336213,Motor Home Manufacturing,direct,336213,76,13490,902775000,66921.79
336214,Travel Trailer and Camper Manufacturing,direct,336214,723,66206,4233780000,63948.58
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,direct,336310,699,62176,4035994000,64912.41
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,direct,336320,557,58478,3424329000,58557.56
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,direct,336330,277,36942,2148052000,58146.61
336340,Motor Vehicle Brake System Manufacturing,direct,336340,166,20411,1128393000,55283.57
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,direct,336350,464,80357,5382187000,66978.45
336360,Motor Vehicle Seating and Interior Trim Manufacturing,direct,336360,434,71009,3645112000,51333.1
336370,Motor Vehicle Metal Stamping,direct,336370,717,100990,6118213000,60582.36
336390,Other Motor Vehicle Parts Manufacturing,direct,336390,1326,142496,7931005000,55657.74
336411,Aircraft Manufacturing,direct,336411,368,177544,18188022000,102442.34
336412,Aircraft Engine and Engine Parts Manufacturing,direct,336412,438,68353,6770237000,99048.13
336413,Other Aircraft Part and Auxiliary Equipment Manufacturing,direct,336413,908,96154,7988614000,83081.45
336414,Guided Missile and Space Vehicle Manufacturing,direct,336414,49,36107,5230504000,144861.22
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,direct,336415,34,36373,4586083000,126084.82
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,direct,336419,43,6951,752216000,108216.95
336510,Railroad Rolling Stock Manufacturing,direct,336510,211,24409,2074934000,85006.92
336611,Ship Building and Repairing,direct,336611,489,98195,7574476000,77137.08
336612,Boat Building,direct,336612,903,48087,2637598000,54850.54
336991,"Motorcycle, Bicycle and Parts Manufacturing",direct,336991,429,8454,486359000,57530.04
336992,"Military Armored Vehicle, Tank and Tank Component Manufacturing",direct,336992,71,12410,930099000,74947.54
336999,All Other Transportation Equipment Manufacturing,direct,336999,457,19017,1303070000,68521.32
337110,Wood Kitchen Cabinet and Counter Top Manufacturing,direct,337110,6118,102338,4853916000,47430.24
337121,Upholstered Household Furniture Manufacturing,direct,337121,996,71151,2964970000,41671.52
337122,Nonupholstered Wood Household Furniture Manufacturing,direct,337122,2126,23526,970094000,41234.97
337126,Household Furniture (except Wood and Upholstered) Manufacturing,aggregated_2017_to_2022,337124|337125,417,12287,623978000,50783.59
337127,Institutional Furniture Manufacturing,direct,337127,530,20734,1158006000,55850.58
337211,Wood Office Furniture Manufacturing,direct,337211,307,13611,751377000,55203.66
337212,Custom Architectural Woodwork and Millwork Manufacturing,direct,337212,2352,43464,2564139000,58994.55
337214,Office Furniture (Except Wood) Manufacturing,direct,337214,205,18766,1087791000,57966.06
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",direct,337215,823,30054,1691604000,56285.49
337910,Mattress Manufacturing,direct,337910,403,23676,1188040000,50179.08
337920,Blind and Shade Manufacturing,direct,337920,329,11557,622602000,53872.29
339112,Surgical and Medical Instrument Manufacturing,direct,339112,1303,127400,10247067000,80432.24
339113,Surgical Appliance and Supplies Manufacturing,direct,339113,1828,95927,9335229000,97315.97
339114,Dental Equipment and Supplies Manufacturing,direct,339114,500,16724,1234539000,73818.4
339115,Ophthalmic Goods Manufacturing,direct,339115,450,22117,1529678000,69163.0
339116,Dental Laboratories,direct,339116,4928,42539,2220737000,52204.73
339910,Jewelry and Silverware Manufacturing,direct,339910,1879,19899,1145389000,57560.13
339920,Sporting and Athletic Goods Manufacturing,direct,339920,1673,40574,2376170000,58563.86
339930,"Doll, Toy, and Game Manufacturing",direct,339930,503,6377,338634000,53102.4
339940,Office Supplies (except Paper) Manufacturing,direct,339940,376,10181,546211000,53650.03
339950,Sign Manufacturing,direct,339950,5910,72137,4085882000,56640.59
339991,"Gasket, Packing, and Sealing Device Manufacturing",direct,339991,632,31258,2198716000,70340.9
339992,Musical Instrument Manufacturing,direct,339992,615,12634,695542000,55053.19
339993,"Fastener, Button, Needle and Pin Manufacturing",direct,339993,94,3678,223158000,60673.74
339994,"Broom, Brush and Mop Manufacturing",direct,339994,150,8984,515205000,57346.95
339995,Burial Casket Manufacturing,direct,339995,83,3174,156802000,49402.02
339999,All Other Miscellaneous Manufacturing,direct,339999,3080,42972,2591479000,60306.22
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,direct,423110,6047,128083,11072632000,86448.88
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,direct,423120,12377,222885,14171024000,63579.98
423130,Tire and Tube Merchant Wholesalers,direct,423130,2527,43386,2841446000,65492.23
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,direct,423140,1765,22892,1082596000,47291.46
423210,Furniture Merchant Wholesalers,direct,423210,5186,70390,5370041000,76289.83
423220,Home Furnishing Merchant Wholesalers,direct,423220,6766,95624,6841045000,71541.09
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",direct,423310,6990,129347,10227478000,79070.08
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",direct,423320,3721,39337,2657648000,67561.02
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",direct,423330,3495,47223,4161355000,88121.36
423390,Other Construction Material Merchant Wholesalers,direct,423390,3736,50210,3674786000,73188.33
423410,Photographic Equipment and Supplies Merchant Wholesalers,direct,423410,550,8080,771392000,95469.31
423420,Office Equipment Merchant Wholesalers,direct,423420,8554,98137,6917703000,70490.26
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,direct,423430,6818,186463,25807680000,138406.44
423440,Other Commercial Equipment Merchant Wholesalers,direct,423440,3695,47854,3375344000,70534.21
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",direct,423450,10599,264593,32821844000,124046.53
423460,Ophthalmic Goods Merchant Wholesalers,direct,423460,1021,19806,1525434000,77018.78
423490,Other Professional Equipment and Supplies Merchant Wholesalers,direct,423490,2418,43147,4268220000,98922.75
423510,Metal Service Centers and Other Metal Merchant Wholesalers,direct,423510,8629,141114,12017351000,85160.59
423520,Coal and Other Mineral and Ore Merchant Wholesalers,direct,423520,303,2442,284211000,116384.52
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",direct,423610,13462,216108,19704280000,91177.93
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",direct,423620,2546,55348,5142693000,92915.61
423690,Other Electronic Parts and Equipment Merchant Wholesalers,direct,423690,10346,245753,39987219000,162713.05
423710,Hardware Merchant Wholesalers,direct,423710,5904,95631,6929090000,72456.53
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,direct,423720,6747,87630,7473876000,85289.01
423730,Warm Air Heating and Air‑Conditioning Equipment and Supplies Merchant Wholesalers,direct,423730,6427,81052,7529787000,92900.69
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,direct,423740,1198,12197,932607000,76462.0
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,direct,423810,4853,101144,9182405000,90785.46
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,direct,423820,7451,108592,7785884000,71698.5
423830,Industrial Machinery and Equipment Merchant Wholesalers,direct,423830,26655,367665,32356597000,88005.65
423840,Industrial Supplies Merchant Wholesalers,direct,423840,9063,106518,8991440000,84412.4
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,direct,423850,4484,49154,3094248000,62950.08
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,direct,423860,2380,33655,2980862000,88571.15
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,direct,423910,5404,71730,5466800000,76213.58
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,direct,423920,2015,35597,3663256000,102909.12
423930,Recyclable Material Merchant Wholesalers,direct,423930,7761,102804,6329795000,61571.49
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",direct,423940,6964,38382,2829815000,73727.66
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,direct,423990,9928,88789,6164515000,69428.81
424110,Printing and Writing Paper Merchant Wholesalers,direct,424110,672,8018,711705000,88763.41
424120,Stationary and Office Supplies Merchant Wholesalers,direct,424120,3319,56672,3193006000,56341.86
424130,Industrial and Personal Service Paper Merchant Wholesalers,direct,424130,3858,66283,5794750000,87424.38
424210,Drugs and Druggists’ Sundries Merchant Wholesalers,direct,424210,9959,311580,45647533000,146503.41
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",direct,424310,2923,23557,1474914000,62610.43
424340,Footwear Merchant Wholesalers,direct,424340,1188,27738,2706091000,97558.98
424350,Clothing and Clothing Accessories Merchant Wholesalers,aggregated_2017_to_2022,424320|424330,9552,121284,8794728000,72513.51
424410,General Line Grocery Merchant Wholesalers,direct,424410,3290,160816,10895366000,67750.51
424420,Packaged Frozen Food Merchant Wholesalers,direct,424420,3116,88597,6051459000,68303.2
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,direct,424430,1800,37781,2705728000,71616.1
424440,Poultry and Poultry Product Merchant Wholesalers,direct,424440,436,10212,577936000,56593.81
424450,Confectionery Merchant Wholesalers,direct,424450,2312,43619,2941273000,67431.0
424460,Fish and Seafood Merchant Wholesalers,direct,424460,1964,22994,1350052000,58713.23
424470,Meat and Meat Product Merchant Wholesalers,direct,424470,2198,47823,3422285000,71561.49
424480,Fresh Fruit and Vegetable Merchant Wholesalers,direct,424480,4923,106172,6357659000,59880.75
424490,Other Grocery and Related Products Merchant Wholesalers,direct,424490,14813,328949,21262974000,64639.12
424510,Grain and Field Bean Merchant Wholesalers,direct,424510,4481,47065,3396626000,72168.83
424520,Livestock Merchant Wholesalers,direct,424520,633,5108,175377000,34333.79
424590,Other Farm Product Raw Material Merchant Wholesalers,direct,424590,1098,13378,886167000,66240.62
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,direct,424610,2581,32998,2957496000,89626.52
424690,Other Chemical and Allied Products Merchant Wholesalers,direct,424690,9139,129957,12251593000,94274.21
424710,Petroleum Bulk Stations and Terminals,direct,424710,3784,68089,6042232000,88740.21
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),direct,424720,2541,31803,3710644000,116675.91
424810,Beer and Ale Merchant Wholesalers,direct,424810,1899,115134,7239622000,62879.97
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,direct,424820,2915,95603,8618879000,90152.81
424910,Farm Supplies Merchant Wholesalers,direct,424910,9043,105996,8509140000,80277.94
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",direct,424920,1175,19497,1045801000,53639.07
424930,"Flower, Nursery Stock, and Florists’ Supplies Merchant Wholesalers",direct,424930,3886,51988,2476574000,47637.42
424940,Tobacco Product and Electronic Cigarette Merchant Wholesalers,direct,424940,1656,58418,3656812000,62597.35
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",direct,424950,1927,20085,1491099000,74239.43
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,direct,424990,10634,77207,4911307000,63612.2
425120,Wholesale Trade Agents and Brokers,aggregated_2017_to_2022,425110|425120,36206,250047,17504313000,70004.09
441110,New Car Dealers,direct,441110,21835,1110728,91268697000,82170.16
441120,Used Car Dealers,direct,441120,25607,187929,9700939000,51620.23
441210,Recreational Vehicle Dealers,direct,441210,2979,60384,4320883000,71556.75
441222,Boat Dealers,direct,441222,4320,37626,2455008000,65247.65
444110,Home Centers,direct,444110,6038,803805,23588743000,29346.35
444120,Paint and Wallpaper Retailers,direct,444120,7244,33526,1696952000,50616.0
445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers),direct,445110,62647,2796910,78756843000,28158.52
445132,Vending Machine Operators,aggregated_2017_to_2022,454210,3243,38830,1585763000,40838.6
445230,Fruit and Vegetable Retailers,direct,445230,3906,19704,630116000,31979.09
445291,Baked Goods Retailers,direct,445291,2807,21765,581691000,26725.98
445292,Confectionery and Nut Retailers,direct,445292,3399,19161,471939000,24630.19
457110,Gasoline Stations with Convenience Stores,aggregated_2017_to_2022,447110,96486,832419,21971970000,26395.32
457120,Other Gasoline Stations,aggregated_2017_to_2022,447190,12757,155860,5028071000,32260.18
457210,Fuel Dealers,aggregated_2017_to_2022,454310,7795,73930,4340864000,58715.87
459930,Manufactured (Mobile) Home Dealers,aggregated_2017_to_2022,453930,1825,11168,1093654000,97927.47
481111,Scheduled Passenger Air Transportation,direct,481111,1787,432803,40063984000,92568.64
481112,Scheduled Freight Air Transportation,direct,481112,385,8195,784643000,95746.55
481211,Nonscheduled Chartered Passenger Air Transportation,direct,481211,1670,37400,4634664000,123921.5
481212,Nonscheduled Chartered Freight Air Transportation,direct,481212,215,9037,1037088000,114760.21
481219,Other Nonscheduled Air Transportation,direct,481219,588,6453,557456000,86387.11
483111,Deep Sea Freight Transportation,direct,483111,324,6472,722931000,111701.33
483112,Deep Sea Passenger Transportation,direct,483112,86,12502,1315158000,105195.81
483113,Coastal and Great Lakes Freight Transportation,direct,483113,495,19347,2122863000,109725.69
483114,Coastal and Great Lakes Passenger Transportation,direct,483114,190,2858,223569000,78225.68
483211,Inland Water Freight Transportation,direct,483211,382,16231,1488427000,91702.73
483212,Inland Water Passenger Transportation,direct,483212,303,3225,198217000,61462.64
484110,"General Freight Trucking, Local",direct,484110,45436,317257,15469416000,48759.89
484121,"General Freight Trucking, Long‑Distance, Truckload",direct,484121,63315,592167,35233622000,59499.47
484122,"General Freight Trucking, Long‑Distance, Less Than Truckload",direct,484122,11197,314738,20736747000,65885.74
484210,Used Household and Office Goods Moving,direct,484210,9803,105910,4706454000,44438.24
484220,"Specialized Freight (except Used Goods) Trucking, Local",direct,484220,32829,227981,14260653000,62551.94
484230,"Specialized Freight (except Used Goods) Trucking, Long‑Distance",direct,484230,11976,173625,11048936000,63636.78
485111,Mixed Mode Transit Systems,direct,485111,38,770,42092000,54664.94
485112,Commuter Rail Systems,direct,485112,17,4049,412914000,101979.25
485113,Bus and Other Motor Vehicle Transit Systems,direct,485113,537,39076,2209557000,56545.12
485119,Other Urban Transit Systems,direct,485119,60,1447,99430000,68714.58
485210,Interurban and Rural Bus Transportation,direct,485210,549,13538,560394000,41394.15
485310,Taxi and Ridesharing Services,direct,485310,3162,21565,1577173000,73135.78
485320,Limousine Service,direct,485320,4225,25832,1019862000,39480.57
485410,School and Employee Bus Transportation,direct,485410,4000,210606,6177329000,29331.21
485510,Charter Bus Industry,direct,485510,1129,24447,1081218000,44227.02
485991,Special Needs Transportation,direct,485991,3825,63864,2339268000,36628.9
485999,All Other Transit and Ground Passenger Transportation,direct,485999,2171,23010,851106000,36988.53
486110,Pipeline Transportation of Crude Oil,direct,486110,649,9703,1346557000,138777.39
486210,Pipeline Transportation of Natural Gas,direct,486210,2021,25854,3515711000,135983.25
486910,Pipeline Transportation of Refined Petroleum Products,direct,486910,660,8723,1128473000,129367.53
486990,All Other Pipeline Transportation,direct,486990,62,262,35634000,136007.63
487110,"Scenic and Sightseeing Transportation, Land",direct,487110,709,8384,361309000,43095.06
487210,"Scenic and Sightseeing Transportation, Water",direct,487210,2243,12878,708593000,55023.53
487990,"Scenic and Sightseeing Transportation, Other",direct,487990,259,2813,172356000,61271.24
488111,Air Traffic Control,direct,488111,221,1803,138419000,76771.49
488119,Other Airport Operations,direct,488119,2189,115782,4618340000,39888.24
488190,Other Support Activities for Air Transportation,direct,488190,4096,91750,6490989000,70746.47
488210,Support Activities for Rail Transportation,direct,488210,1761,45044,2981807000,66197.65
488310,Port and Harbor Operations,direct,488310,346,13327,994178000,74598.78
488320,Marine Cargo Handling,direct,488320,475,69158,6047200000,87440.35
488330,Navigational Services to Shipping,direct,488330,1044,13673,1237667000,90519.05
488390,Other Support Activities for Water Transportation,direct,488390,752,7284,568364000,78029.1
488410,Motor Vehicle Towing,direct,488410,10554,69825,3452241000,49441.33
488490,Other Support Activities for Road Transportation,direct,488490,3934,53998,2135756000,39552.5
488510,Freight Transportation Arrangement,direct,488510,22383,323348,24269442000,75056.73
488991,Packing and Crating,direct,488991,1599,22988,1258981000,54766.88
488999,All Other Support Activities for Transportation,direct,488999,691,4017,331943000,82634.55
492110,Couriers and Express Delivery Services,direct,492110,11667,1048131,40746551000,38875.44
492210,Local Messengers and Local Delivery,direct,492210,5366,149851,7003744000,46738.05
493110,General Warehousing and Storage,direct,493110,15416,1168516,57121709000,48883.98
493120,Refrigerated Warehousing and Storage,direct,493120,1222,57210,3094424000,54088.87
493130,Farm Product Warehousing and Storage,direct,493130,774,7884,448849000,56931.63
493190,Other Warehousing and Storage,direct,493190,2567,61510,4270495000,69427.65
512110,Motion Picture and Video Production,direct,512110,17683,139965,13657220000,97575.97
512120,Motion Picture and Video Distribution,direct,512120,480,2813,324084000,115209.38
512131,Motion Picture Theaters (except Drive‑Ins),direct,512131,4158,109126,1971399000,18065.35
512132,Drive‑In Motion Picture Theaters,direct,512132,232,991,32744000,33041.37
512191,Teleproduction and Other Postproduction Services,direct,512191,3079,28863,2693801000,93330.6
512199,Other Motion Picture and Video Industries,direct,512199,281,1003,107352000,107030.91
512230,Music Publishers,direct,512230,886,5509,603356000,109521.87
512240,Sound Recording Studios,direct,512240,2117,6321,468761000,74159.31
512250,Record Production and Distribution,direct,512250,880,11526,1784668000,154838.45
512290,Other Sound Recording Industries,direct,512290,575,2344,175737000,74973.12
513210,Software Publishers,aggregated_2017_to_2022,511210,17438,874707,172774174000,197522.34
516110,Radio Broadcasting Stations,aggregated_2017_to_2022,515112,4204,61959,4403979000,71078.92
517111,Wired Telecommunications Carriers,aggregated_2017_to_2022,517311,28758,603802,55667317000,92194.65
517410,Satellite Telecommunications,direct,517410,460,8690,1146834000,131971.69
517810,All Other Telecommunications,aggregated_2017_to_2022,517919,1902,30966,3639392000,117528.64
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",direct,518210,17539,570188,83193910000,145906.1
519210,Libraries and Archives,aggregated_2017_to_2022,519120,2299,24365,972162000,39899.94
522110,Commercial Banking,direct,522110,83288,1497167,154229863000,103014.47
522130,Credit Unions,direct,522130,19605,328494,22992108000,69992.47
522180,Savings Institutions and Other Depository Credit Intermediation,aggregated_2017_to_2022,522120|522190,6923,101856,9558271000,93841.02
522210,Credit Card Issuing,direct,522210,698,66791,9017133000,135005.21
522220,Sales Financing,direct,522220,3637,95912,10979806000,114477.92
522291,Consumer Lending,direct,522291,13845,85685,7288231000,85058.42
522292,Real Estate Credit,direct,522292,18589,352890,37410690000,106012.33
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",aggregated_2017_to_2022,522293|522294|522298,10115,85282,9355354000,109699.05
522310,Mortgage and Nonmortgage Loan Brokers,direct,522310,10957,76003,6980233000,91841.55
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",direct,522320,5035,173894,23683069000,136192.56
522390,Other Activities Related to Credit Intermediation,direct,522390,12116,77430,5965392000,77042.39
523150,Investment Banking and Securities Intermediation,aggregated_2017_to_2022,523110|523120,27078,349773,103030245000,294563.17
523160,Commodity Contracts Intermediation,aggregated_2017_to_2022,523130|523140,1691,17366,5804341000,334235.92
523210,Securities and Commodity Exchanges,direct,523210,53,6270,1565996000,249760.13
523910,Miscellaneous Intermediation,direct,523910,11596,58566,13740311000,234612.42
523940,Portfolio Management and Investment Advice,aggregated_2017_to_2022,523920|523930,67520,493853,133479074000,270280.98
523991,"Trust, Fiduciary and Custody Activities",direct,523991,2805,38319,4655595000,121495.73
523999,Miscellaneous Financial Investment Activities,direct,523999,2033,29719,5853101000,196948.11
524113,Direct Life Insurance Carriers,direct,524113,6414,311072,42331549000,136082.8
524114,Direct Health and Medical Insurance Carriers,direct,524114,6220,545227,52625544000,96520.43
524126,Direct Property and Casualty Insurance Carriers,direct,524126,12721,594916,61201017000,102873.38
524127,Direct Title Insurance Carriers,direct,524127,3999,46518,5336006000,114708.41
524128,"Other Direct Insurance (except Life, Health and Medical) Carriers",direct,524128,586,32513,3031815000,93249.32
524130,Reinsurance Carriers,direct,524130,649,14071,2698062000,191746.29
524210,Insurance Agencies and Brokerages,direct,524210,135100,807633,68034987000,84239.98
524291,Claims Adjusting,direct,524291,4554,39562,3438272000,86908.45
524292,Pharmacy Benefit Management and Other Third-Party Administration of Insurance and Pension Funds,direct,524292,7693,439927,32891524000,74765.87
524298,All Other Insurance Related Activities,direct,524298,3035,35146,3245338000,92338.76
525910,Open‑End Investment Funds,direct,525910,334,1735,408710000,235567.72
525990,Other Financial Vehicles,direct,525990,1590,7252,1298382000,179037.78
531110,Lessors of Residential Buildings and Dwellings,direct,531110,74908,345421,18390154000,53239.83
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),direct,531120,34567,172451,13995051000,81153.78
531130,Lessors of Miniwarehouses and Self Storage Units,direct,531130,18286,47056,1922855000,40863.12
531190,Lessors of Other Real Estate Property,direct,531190,8649,35800,2090054000,58381.4
531210,Offices of Real Estate Agents and Brokers,direct,531210,165585,416530,34262728000,82257.53
531311,Residential Property Managers,direct,531311,57435,507375,29428808000,58002.09
531312,Nonresidential Property Managers,direct,531312,18260,163972,14548100000,88723.07
531320,Offices of Real Estate Appraisers,direct,531320,13373,37676,2534741000,67277.34
531390,Other Activities Related to Real Estate,direct,531390,21881,75174,7726709000,102784.33
532111,Passenger Car Rental,direct,532111,9597,78075,3945557000,50535.47
532112,Passenger Car Leasing,direct,532112,490,8836,944806000,106926.89
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",direct,532120,6309,79284,4651612000,58670.25
532210,Consumer Electronics and Appliances Rental,direct,532210,4906,23096,1096152000,47460.69
532281,Formal Wear and Costume Rental,direct,532281,732,3970,144945000,36510.08
532282,Video Tape and Disc Rental,direct,532282,444,3409,154665000,45369.61
532283,Home Health Equipment Rental,direct,532283,1891,24838,1431862000,57648.04
532284,Recreational Goods Rental,direct,532284,2924,15381,724549000,47106.76
532289,All Other Consumer Goods Rental,direct,532289,4908,39874,2006678000,50325.48
532310,General Rental Centers,direct,532310,2775,19137,1023215000,53467.89
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",direct,532411,642,4728,757966000,160314.3
532412,"Construction, Mining and Forestry Machinery and Equipment Rental and Leasing",direct,532412,5079,66623,5798832000,87039.49
532420,Office Machinery and Equipment Rental and Leasing,direct,532420,687,7188,681804000,94853.09
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,direct,532490,9599,117702,8541467000,72568.58
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),direct,533110,2729,39529,5339258000,135071.92
541110,Offices of Lawyers,direct,541110,166972,1078148,130681886000,121209.6
541191,Title Abstract and Settlement Offices,direct,541191,9762,74320,5232100000,70399.62
541199,All Other Legal Services,direct,541199,5207,31125,2160832000,69424.32
541211,Offices of Certified Public Accountants,direct,541211,55642,572944,56088368000,97895.03
541213,Tax Preparation Services,direct,541213,28386,131615,3234520000,24575.62
541214,Payroll Services,direct,541214,5480,278652,20096599000,72120.78
541219,Other Accounting Services,direct,541219,46452,247793,13673541000,55181.3
541310,Architectural Services,direct,541310,22619,182082,17507832000,96153.56
541320,Landscape Architectural Services,direct,541320,5215,28025,2092145000,74652.81
541330,Engineering Services,direct,541330,62590,1199635,126920409000,105799.19
541340,Drafting Services,direct,541340,2985,9178,614730000,66978.64
