naics_code_2017,naics_title_2017,establishments_2022,employment_2022,annual_payroll_usd_2022,average_annual_pay_usd_2022
113110,Timber tract operations,477,3769,247657000,65708.94136375697
113210,Forest nurseries and gathering of forest products,184,983,52175000,53077.31434384537
113310,Logging,7465,44989,2473145000,54972.215430438555
114111,Finfish fishing,1548,3256,312531000,95986.17936117935
114112,Shellfish fishing,969,1813,103942000,57331.49476006619
114119,Other marine fishing,120,275,30261000,110040.0
114210,Hunting and trapping,434,1899,86043000,45309.63665086888
115111,Cotton ginning,186,1974,123544000,62585.61296859169
115112,"Soil preparation, planting, and cultivating",2200,11841,716965000,60549.3623849337
115113,"Crop harvesting, primarily by machine",382,2723,159075000,58419.02313624679
115114,Postharvest crop activities (except cotton ginning),1101,30666,1540441000,50232.863757907784
115115,Farm labor contractors and crew leaders,656,20633,785288000,38059.80710512286
115116,Farm management services,738,5178,354774000,68515.64310544611
115210,Support activities for animal production,4893,23026,998941000,43383.175540693126
115310,Support activities for forestry,1979,15609,936850000,60019.860336985075
211120,Crude petroleum extraction,3973,58551,10449305000,178465.01340711516
211130,Natural gas extraction,1303,26219,4266223000,162714.93954765628
212111,Bituminous coal and lignite surface mining,259,14873,1477021000,99308.88186646944
212112,Bituminous coal underground mining,189,24101,2462527000,102175.30392929754
212113,Anthracite mining,53,867,59953000,69149.94232987313
212210,Iron ore mining,26,4836,528811000,109348.84201819685
212221,Gold ore mining,178,14467,1549744000,107122.69302550632
212222,Silver ore mining,11,1286,141325000,109895.0233281493
212230,"Copper, nickel, lead, and zinc mining",59,16142,1537422000,95243.58815512327
212291,Uranium-radium-vanadium ore mining,19,217,24054000,110847.9262672811
212299,All other metal ore mining,36,3170,395389000,124728.39116719243
212311,Dimension stone mining and quarrying,395,5138,317032000,61703.386531724405
212312,Crushed and broken limestone mining and quarrying,1388,25891,1901906000,73458.19010466957
212313,Crushed and broken granite mining and quarrying,286,6061,470710000,77662.10196337238
212319,Other crushed and broken stone mining and quarrying,381,6142,508790000,82837.83783783784
212321,Construction sand and gravel mining,2227,24864,1815211000,73005.59041184041
212322,Industrial sand mining,207,5612,469740000,83702.77975766215
212324,Kaolin and ball clay mining,27,1960,150420000,76744.89795918367
212325,Clay and ceramic and refractory minerals mining,90,2253,159173000,70649.35641367066
212391,"Potash, soda, and borate mineral mining",21,3585,390516000,108930.54393305439
212392,Phosphate rock mining,9,1611,151104000,93795.1582867784
212393,Other chemical and fertilizer mineral mining,45,2248,189966000,84504.44839857651
212399,All other nonmetallic mineral mining,151,2420,172365000,71225.20661157025
213111,Drilling oil and gas wells,2008,53277,5405172000,101454.1359310772
213112,Support activities for oil and gas operations,9212,190758,19469508000,102063.91344006543
213113,Support activities for coal mining,187,3154,287575000,91177.86937222574
213114,Support activities for metal mining,236,5227,559880000,107113.06676870097
213115,Support activities for nonmetallic minerals (except fuels) mining,204,3093,248424000,80318.13773035888
221111,Hydroelectric power generation,552,4633,508017000,109651.84545650767
221112,Fossil fuel electric power generation,1799,66913,8826107000,131904.2189111234
221113,Nuclear electric power generation,164,38376,5133046000,133756.67083593912
221114,Solar electric power generation,621,7822,1054415000,134801.20173868575
221115,Wind electric power generation,629,8410,1139337000,135474.07847800237
221116,Geothermal electric power generation,44,1335,166908000,125024.7191011236
221117,Biomass electric power generation,113,2513,273836000,108967.76760843613
221118,Other electric power generation,160,952,129202000,135716.38655462186
221121,Electric bulk power transmission and control,364,19570,2959586000,151230.76136944303
221122,Electric power distribution,8456,354608,44638820000,125882.15719893517
221210,Natural gas distribution,2420,91556,10269552000,112166.89239372624
221310,Water supply and irrigation systems,4430,40710,3002986000,73765.31564726112
221320,Sewage treatment facilities,562,6096,414866000,68055.44619422572
221330,Steam and air-conditioning supply,111,1720,197988000,115109.30232558139
236115,New single-family housing construction (except for-sale builders),59568,238333,15139468000,63522.33219906601
236116,New multifamily housing construction (except for-sale builders),3931,50573,5221010000,103237.10280189033
236117,New housing for-sale builders,12612,130923,14780215000,112892.42531869878
236118,Residential remodelers,133345,462690,25469622000,55046.83913635479
236210,Industrial building construction,3173,75129,6470507000,86125.29116586139
236220,Commercial and institutional building construction,39005,618523,57022954000,92192.13190131975
237110,Water and sewer line and related structures construction,10818,164091,12686499000,77313.80148819862
237120,Oil and gas pipeline and related structures construction,2166,175880,14580447000,82899.97157152604
237130,Power and communication line and related structures construction,6737,260175,22524053000,86572.70298837322
237210,Land subdivision,4618,22909,2183946000,95331.35448950194
237310,"Highway, street, and bridge construction",9202,306947,28345235000,92345.69811726455
237990,Other heavy and civil engineering construction,4673,82453,7483910000,90765.7695899482
238110,Poured concrete foundation and structure contractors,22699,255010,17340555000,67999.5098231442
238120,Structural steel and precast concrete contractors,3972,79473,5721801000,71996.79136310445
238130,Framing contractors,12524,88851,4722018000,53145.355707870476
238140,Masonry contractors,18481,137177,8134008000,59295.712838158
238150,Glass and glazing contractors,6756,65429,4310703000,65883.67543444039
238160,Roofing contractors,24532,204998,13301094000,64884.01838066713
